year,rgn_name,status_ass,rgn_catch,unass_catch,unass_catch_prop,ass_catch_prop,status,goal,score,dimension
2009,Aristazabal Island,44.74861242898045,479666.550298771,454057.200298771,0.94661009823585,0.0533899017641498,23.568868225322866,FIS,23.568868225322866,status
2009,Central Coast,91.03137462663467,17346522.5371802,5085115.8771802,0.293149008181949,0.706850991818051,77.68849603401597,FIS,77.68849603401597,status
2009,Haida Gwaii,60.1186522397446,21834963.2702317,14117849.7202318,0.646570802318639,0.353429197681361,40.683169633261144,FIS,40.683169633261144,status
2009,North Coast,50.12730710544013,5923763.38298049,5081576.21298049,0.857829032736236,0.142170967263764,28.62697742147415,FIS,28.62697742147415,status
2009,North Vancouver Island,91.67498605418137,12279920.2300522,6671595.27005221,0.543293046295614,0.456706953704386,66.7717948329393,FIS,66.7717948329393,status
2009,Pacific Offshore,86.80575931981231,179246.77,9615.72,0.0536451507605967,0.946354849239403,84.4774052970126,FIS,84.4774052970126,status
2009,Strait of Georgia,99.20588822083056,18584244.9681076,18544835.5681076,0.997879418826666,0.00212058117333436,49.708131179837785,FIS,49.708131179837785,status
2009,West Vancouver Island,96.97837463678502,51336744.2564257,14065268.2164257,0.273980526427037,0.726019473572963,83.69328156927264,FIS,83.69328156927264,status
2009,NA,NA,NA,NA,NA,NA,NA,FIS,NA,status
2010,Aristazabal Island,59.489499667191,639150.780301064,588791.520301064,0.921209108160239,0.0787908918397611,32.08836520053507,FIS,32.08836520053507,status
2010,Central Coast,78.71935207947426,18229051.607544,9532951.74754405,0.522953796652748,0.477046203347252,58.13606005947153,FIS,58.13606005947153,status
2010,Haida Gwaii,64.68184565856605,18508435.5628468,9241521.13284679,0.499314007467919,0.500685992532081,48.53356987546603,FIS,48.53356987546603,status
2010,North Coast,65.28780091051067,5351861.45354346,3841450.28354346,0.717778349998212,0.282221650001788,41.85671590423161,FIS,41.85671590423161,status
2010,North Vancouver Island,82.44300896235265,8503297.6053359,5870856.9553359,0.690421202199471,0.309578797800529,53.982808281988014,FIS,53.982808281988014,status
2010,Pacific Offshore,98.69842492841208,401232.53,34715.01,0.0865209259079766,0.913479074092023,94.42868537317949,FIS,94.42868537317949,status
2010,Strait of Georgia,91.69759900300684,7878814.7294489,7873037.4494489,0.999266732345107,7.33267654893122e-4,45.88241894319356,FIS,45.88241894319356,status
2010,West Vancouver Island,97.70611657690003,58838654.1940292,10583536.3140292,0.179873867936007,0.820126132063993,88.91872802205332,FIS,88.91872802205332,status
2010,NA,NA,NA,NA,NA,NA,NA,FIS,NA,status
2011,Aristazabal Island,35.89632561746072,1024476.81016685,993976.140166846,0.97022805231186,0.0297719476881401,18.4825145729701,FIS,18.4825145729701,status
2011,Central Coast,85.91597624272931,14528020.9627847,5212590.8727847,0.358795660202955,0.641204339797045,70.50283653373359,FIS,70.50283653373359,status
2011,Haida Gwaii,58.88239987149433,13717807.89,7319205.81,0.533555059867514,0.466444940132486,43.1738986772053,FIS,43.1738986772053,status
2011,North Coast,47.18642714113608,9711568.94720201,8595484.04720201,0.885076767094203,0.114923232905797,26.304621948734642,FIS,26.304621948734642,status
2011,North Vancouver Island,96.37134000857962,19332822.9476322,6452203.00763223,0.33374344890602,0.66625655109398,80.28968831350059,FIS,80.28968831350059,status
2011,Pacific Offshore,96.04711180554445,393959.01,6367.5,0.0161628490233032,0.983837150976697,95.27091432192579,FIS,95.27091432192579,status
2011,Strait of Georgia,100,7693390.25076427,7687581.64076427,0.999244986954948,7.55013045051656e-4,50.03775065225258,FIS,50.03775065225258,status
2011,West Vancouver Island,96.63588374667647,53103880.054793,15620818.084793,0.29415587088317,0.70584412911683,82.42287747564228,FIS,82.42287747564228,status
2011,NA,NA,NA,NA,NA,NA,NA,FIS,NA,status
2012,Aristazabal Island,42.05317304998934,114058.59,85526.64,0.749848301649179,0.250151698350821,26.286422854742575,FIS,26.286422854742575,status
2012,Central Coast,72.26168512613042,12021505.1299753,5370408.07997531,0.446733418312515,0.553266581687485,56.12083032142098,FIS,56.12083032142098,status
2012,Haida Gwaii,61.50395731614271,16703901.0099594,10845063.1199594,0.649253315946571,0.350746684053429,41.5381332004717,FIS,41.5381332004717,status
2012,North Coast,55.75171245375752,4901524.97797405,3888577.47797405,0.793340337027379,0.206659662972621,33.63667127979876,FIS,33.63667127979876,status
2012,North Vancouver Island,76.94091499363495,21247804.9373567,5365299.90735674,0.252510785145799,0.747489214854201,67.22670956619548,FIS,67.22670956619548,status
2012,Pacific Offshore,79.84216741810128,323602.22,14818.8,0.0457932581550275,0.954206741844973,78.0140509259843,FIS,78.0140509259843,status
2012,Strait of Georgia,78.15241499898752,11768699.6586154,11309120.8986154,0.960949062060263,0.0390509379397375,40.6021700534768,FIS,40.6021700534768,status
2012,West Vancouver Island,76.28308319185876,43668894.779981,15713811.249981,0.359839911890433,0.640160088109567,62.55823422461425,FIS,62.55823422461425,status
2012,NA,NA,NA,NA,NA,NA,NA,FIS,NA,status
2013,Aristazabal Island,64.56226285970227,712839.634315244,679871.744315244,0.953751323000342,0.046248676999658,33.774091050533826,FIS,33.774091050533826,status
2013,Central Coast,58.065965993599605,14095547.1251475,9412649.49514753,0.667774681718785,0.332225318281215,38.67847501356472,FIS,38.67847501356472,status
2013,Haida Gwaii,75.8566798958885,12003964.7216041,6216991.81160408,0.5179115363789,0.4820884636211,56.21315508114749,FIS,56.21315508114749,status
2013,North Coast,58.66546675550042,5513672.428733,4330308.408733,0.785376437339074,0.214623562660926,35.62822911786601,FIS,35.62822911786601,status
2013,North Vancouver Island,45.265939424944584,23191557.7501104,4996359.60011041,0.215438723605646,0.784561276394354,40.38992131868431,FIS,40.38992131868431,status
2013,Pacific Offshore,49.26518781332489,351027.75,30041.54,0.0855816669764712,0.914418333023529,47.15708936483826,FIS,47.15708936483826,status
2013,Strait of Georgia,43.415636245837206,16316571.3104604,14096211.8304604,0.863919972048505,0.136080027951495,24.661818619851335,FIS,24.661818619851335,status
2013,West Vancouver Island,45.087090914463836,48547999.9288368,17316756.1188368,0.356693502187943,0.643306497812057,37.04595473359069,FIS,37.04595473359069,status
2013,NA,NA,NA,NA,NA,NA,NA,FIS,NA,status
2014,Aristazabal Island,99.88518656423273,1373997.30205347,1330071.95205347,0.96803097798347,0.0319690220165298,51.53920914631493,FIS,51.53920914631493,status
2014,Central Coast,85.46304129744911,7081518.19121731,4845805.25121731,0.684289035256198,0.315710964743802,56.22233025770308,FIS,56.22233025770308,status
2014,Haida Gwaii,93.28443132241838,14410474.18,9029312.29,0.626579818069526,0.373420181930474,64.05936031905833,FIS,64.05936031905833,status
2014,North Coast,77.85280465298125,9569544.21568951,8738613.75568951,0.913169275226539,0.0868307247734609,42.30641005332314,FIS,42.30641005332314,status
2014,North Vancouver Island,35.0043665793538,10113444.7213302,5490220.95133018,0.5428635942164,0.4571364057836,25.503068452085582,FIS,25.503068452085582,status
2014,Pacific Offshore,32.728698647501766,580588.92,9361.24,0.0161236972968757,0.983876302703124,32.46484483254527,FIS,32.46484483254527,status
2014,Strait of Georgia,27.60521609579689,18466806.5406231,15508684.9506231,0.839814123601027,0.160185876398973,16.013590914642577,FIS,16.013590914642577,status
2014,West Vancouver Island,30.325314576433367,53490049.7501706,22189020.6701705,0.414825201580595,0.585174798419405,24.035462210351405,FIS,24.035462210351405,status
2014,NA,NA,NA,NA,NA,NA,NA,FIS,NA,status
2015,Aristazabal Island,99.23962830108088,158817.12,130331.66,0.820639865525832,0.179360134474168,58.5196306891646,FIS,58.5196306891646,status
2015,Central Coast,47.796926389330615,10412239.05,4916529.47,0.472187532997526,0.527812467002474,36.51237001100943,FIS,36.51237001100943,status
2015,Haida Gwaii,92.79050279442232,20037997.9906813,13542664.7506813,0.675849191969145,0.324150808030855,61.43430962641182,FIS,61.43430962641182,status
2015,North Coast,82.12979639773368,6897347.55693308,6183163.39693308,0.896455245425161,0.103544754574839,45.31695300450926,FIS,45.31695300450926,status
2015,North Vancouver Island,28.615350156996854,18706559.6350347,5466401.90503466,0.292218452333527,0.707781547666473,24.43438348906707,FIS,24.43438348906707,status
2015,Pacific Offshore,50.40672934897725,166459.47,41301.17,0.248115472192721,0.751884527807279,44.15338462192116,FIS,44.15338462192116,status
2015,Strait of Georgia,25.450644886192464,22049646.4780375,16916651.2580375,0.767207368829577,0.232792631170423,15.68768373711664,FIS,15.68768373711664,status
2015,West Vancouver Island,30.006731540133046,55857245.3700677,32733550.7200677,0.586021571654672,0.413978428345328,21.214435551448755,FIS,21.214435551448755,status
2015,NA,NA,NA,NA,NA,NA,NA,FIS,NA,status
2016,NA,NA,NA,NA,NA,NA,NA,FIS,NA,status
