rgn_id,stockid,area_km2,a_prop
5,CROCKWCVANISOGQCI,22419.613721079662,0.1814294704365307
6,CROCKWCVANISOGQCI,8024.812531802336,0.06494034670313756
1,CROCKWCVANISOGQCI,16869.770944514745,0.13651767808876816
2,CROCKWCVANISOGQCI,40254.03344939187,0.32575351486947285
3,CROCKWCVANISOGQCI,20205.284262822508,0.16351013311066628
4,CROCKWCVANISOGQCI,12617.019632650541,0.10210252589172901
8,CROCKWCVANISOGQCI,3181.5271913511915,0.02574633089969546
5,BOCACCBCW,22419.613721079662,0.1814294704365307
6,BOCACCBCW,8024.812531802336,0.06494034670313756
1,BOCACCBCW,16869.770944514745,0.13651767808876816
2,BOCACCBCW,40254.03344939187,0.32575351486947285
3,BOCACCBCW,20205.284262822508,0.16351013311066628
4,BOCACCBCW,12617.019632650541,0.10210252589172901
8,BOCACCBCW,3181.5271913511915,0.02574633089969546
5,LINGCODSOG,1413.1709645925569,0.1148191284344949
6,LINGCODSOG,7282.66572342243,0.5917113725048989
4,LINGCODSOG,3611.964145003708,0.29346949906060615
2,PCOD5AB,8688.436790781887,0.27694612998594154
3,PCOD5AB,17283.415526164663,0.5509132607132067
4,PCOD5AB,5317.240416758449,0.16948838911833375
8,PCOD5AB,83.20624452204538,0.0026522201825180886
1,PCODHS,16289.562655226664,0.2806870501784809
2,PCODHS,36463.267315020516,0.6283021318094505
3,PCODHS,2218.3762440175747,0.03822505841920326
8,PCODHS,3063.4008146971973,0.05278575959286532
5,PCODWCVANI,25845.525868112436,0.8713094800654839
4,PCODWCVANI,3817.328099882952,0.12869051993451616
2,RSOLE5AB,8688.436790781887,0.27694612998594154
3,RSOLE5AB,17283.415526164663,0.5509132607132067
4,RSOLE5AB,5317.240416758449,0.16948838911833375
8,RSOLE5AB,83.20624452204538,0.0026522201825180886
1,RSOLEHSTR,16289.562655226664,0.2806870501784809
2,RSOLEHSTR,36463.267315020516,0.6283021318094505
3,RSOLEHSTR,2218.3762440175747,0.03822505841920326
8,RSOLEHSTR,3063.4008146971973,0.05278575959286532
5,ALBANPAC,27351.360495458877,3.7397004024319403e-4
6,ALBANPAC,7455.65132103359,1.0193972709434601e-4
1,ALBANPAC,16414.125392898986,2.244272687919279e-4
2,ALBANPAC,45314.091579359476,6.195711052227326e-4
3,ALBANPAC,19502.181677013028,2.666496852247453e-4
4,ALBANPAC,12746.983215430286,1.742871191670792e-4
8,ALBANPAC,3145.17702109917,4.300341759407944e-5
7,ALBANPAC,315888.0945913806,0.004319078879688561
