rgn_name,rgn_id,rgn_code,year,species,harvest_kgs,stock_id,assessed,rgn_catch,catch_prop
North Coast,1,NC,2011,rockfish,168707.03,NA,0,8595484.047202013,0.019627403072770198
Haida Gwaii,2,HG,2011,rockfish,1997839.67,NA,0,7319205.81,0.2729585315486572
Central Coast,3,CC,2011,rockfish,3063690.02,NA,0,5212590.872784705,0.587748030637842
North Vancouver Island,4,NV,2011,rockfish,1727040.44,NA,0,6655342.677632233,0.2594968469173443
Aristazabal Island,8,AZ,2011,rockfish,79660.71,NA,0,993976.140166846,0.08014348310878809
Pacific Offshore,7,PO,2011,rockfish,5109.01,NA,0,6367.5,0.8023572830781311
West Vancouver Island,5,WV,2010,rockfish,4014137.54,NA,0,11130145.004029172,0.36065455917662
Strait of Georgia,6,SG,2010,rockfish,7733.24,NA,0,7867123.9394489,9.829818443843814e-4
North Coast,1,NC,2010,rockfish,223733.37,NA,0,3841450.283543457,0.058241901752174266
Haida Gwaii,2,HG,2010,rockfish,2141674.27,NA,0,9241521.132846788,0.23174477872348617
Central Coast,3,CC,2010,rockfish,2809500.88,NA,0,9532951.747544048,0.29471468590238115
North Vancouver Island,4,NV,2010,rockfish,1115652.55,NA,0,6063301.455335896,0.18400083819322402
Aristazabal Island,8,AZ,2010,rockfish,131388.62,NA,0,588791.5203010635,0.22314964714983967
Pacific Offshore,7,PO,2010,rockfish,25301.67,NA,0,29268.309999999998,0.8644732135200154
West Vancouver Island,5,WV,2009,rockfish,4074225.33,NA,0,14834480.446425686,0.2746456368805063
Strait of Georgia,6,SG,2009,rockfish,3180.5,NA,0,18541696.928107597,1.7153230431561197e-4
North Coast,1,NC,2009,rockfish,175638.6,NA,0,5081576.212980492,0.034563803166298056
Haida Gwaii,2,HG,2009,rockfish,2153207.97,NA,0,14117849.720231751,0.15251670846972681
Central Coast,3,CC,2009,rockfish,3324157.26,NA,0,5085115.877180197,0.6537033452703371
North Vancouver Island,4,NV,2009,rockfish,1594941.31,NA,0,6861057.560052206,0.23246289599527337
Aristazabal Island,8,AZ,2009,rockfish,130620.37,NA,0,454057.20029877074,0.28767382152304044
Pacific Offshore,7,PO,2009,rockfish,1717.57,NA,0,9615.72,0.17862104969778655
West Vancouver Island,5,WV,2008,rockfish,5374677.18,NA,0,15511990.370206352,0.3464853350040148
Strait of Georgia,6,SG,2008,rockfish,3441.71,NA,0,12167682.550480561,2.82856656205587e-4
North Coast,1,NC,2008,rockfish,243987.03,NA,0,9152255.537298894,0.026658677634782028
Haida Gwaii,2,HG,2008,rockfish,1979985.34,NA,0,11240284.73,0.17615081713325959
Central Coast,3,CC,2008,rockfish,2764783.89,NA,0,4152124.140710771,0.6658721647775004
North Vancouver Island,4,NV,2008,rockfish,921727.59,NA,0,4422887.674816839,0.20839950226368129
Aristazabal Island,8,AZ,2008,rockfish,72041.54,NA,0,1142380.2229039313,0.0630626638623613
Pacific Offshore,7,PO,2008,rockfish,8092.93,NA,0,12437.29,0.6506988258696227
West Vancouver Island,5,WV,2007,rockfish,2750289.98,NA,0,10667102.251645884,0.2578291568898801
Strait of Georgia,6,SG,2007,rockfish,4263.98,NA,0,13399208.115038458,3.1822626855197266e-4
North Coast,1,NC,2007,rockfish,275620.49,NA,0,4634037.613483222,0.059477395953380495
Haida Gwaii,2,HG,2007,rockfish,1749639.8,NA,0,11755290.6,0.1488384983013521
Central Coast,3,CC,2007,rockfish,2472779.5,NA,0,9862748.438992398,0.25071910890719473
North Vancouver Island,4,NV,2007,rockfish,762949.04,NA,0,4939794.8401448,0.1544495398472127
Aristazabal Island,8,AZ,2007,rockfish,36823.41,NA,0,187168.9044411718,0.1967389300586188
Pacific Offshore,7,PO,2007,rockfish,5290.1,NA,0,9217.08,0.573945327587479
West Vancouver Island,5,WV,2015,sablefish,837084.89,SABLEFPCAN,1,1088208.43,0.7692321313849775
North Coast,1,NC,2015,sablefish,9895.89,SABLEFPCAN,1,554189.4199999999,0.017856511948568056
Haida Gwaii,2,HG,2015,sablefish,1250106.27,SABLEFPCAN,1,3779299.05,0.33077728262863987
Central Coast,3,CC,2015,sablefish,167686.88,SABLEFPCAN,1,773248.77,0.21686019623413044
North Vancouver Island,4,NV,2015,sablefish,285670.17,SABLEFPCAN,1,433288.1,0.6593076754242732
Aristazabal Island,8,AZ,2015,sablefish,56.66,SABLEFPCAN,1,20479.850000000002,0.0027666218258434504
Pacific Offshore,7,PO,2015,sablefish,36466.23,SABLEFPCAN,1,48695.23,0.7488665727628764
West Vancouver Island,5,WV,2014,sablefish,487052.11,SABLEFPCAN,1,668048.3099999999,0.7290671987479469
North Coast,1,NC,2014,sablefish,7099.37,SABLEFPCAN,1,549029.61,0.012930759781790275
Haida Gwaii,2,HG,2014,sablefish,917060.9,SABLEFPCAN,1,3344699.98,0.2741833065696972
Central Coast,3,CC,2014,sablefish,127534.45,SABLEFPCAN,1,962870.7,0.13245231161359464
North Vancouver Island,4,NV,2014,sablefish,133841.37,SABLEFPCAN,1,266794.42,0.5016648024347736
Aristazabal Island,8,AZ,2014,sablefish,0,SABLEFPCAN,1,43060.19,0
Pacific Offshore,7,PO,2014,sablefish,40073.79,SABLEFPCAN,1,47954.08,0.8356700827124616
West Vancouver Island,5,WV,2013,sablefish,540341.98,SABLEFPCAN,1,800373.67,0.6751121385589808
Strait of Georgia,6,SG,2013,sablefish,0,SABLEFPCAN,1,0,NaN
North Coast,1,NC,2013,sablefish,8745.76,SABLEFPCAN,1,744768.2699999999,0.011742927770002878
Haida Gwaii,2,HG,2013,sablefish,950863.04,SABLEFPCAN,1,3393271.96,0.2802201094426867
Central Coast,3,CC,2013,sablefish,154926.04,SABLEFPCAN,1,917509.82,0.16885491209238504
North Vancouver Island,4,NV,2013,sablefish,228410.96,SABLEFPCAN,1,409787.47000000003,0.5573888337776652
Aristazabal Island,8,AZ,2013,sablefish,0,SABLEFPCAN,1,27019.31,0
Pacific Offshore,7,PO,2013,sablefish,40791.38,SABLEFPCAN,1,49707.13,0.8206343838399038
West Vancouver Island,5,WV,2012,sablefish,485565.84,SABLEFPCAN,1,674266.35,0.7201395116336445
Strait of Georgia,6,SG,2012,sablefish,0,SABLEFPCAN,1,0,NaN
North Coast,1,NC,2012,sablefish,8150.86,SABLEFPCAN,1,519285.67000000004,0.015696292947964458
Haida Gwaii,2,HG,2012,sablefish,1241996.12,SABLEFPCAN,1,3698607.7100000004,0.33580098712334105
Central Coast,3,CC,2012,sablefish,222264.95,SABLEFPCAN,1,1165489.34,0.19070526204898622
North Vancouver Island,4,NV,2012,sablefish,152628.19,SABLEFPCAN,1,429823.94,0.35509466969196735
Aristazabal Island,8,AZ,2012,sablefish,27.21,SABLEFPCAN,1,28181.87,9.655143537316722e-4
Pacific Offshore,7,PO,2012,sablefish,94070.46,SABLEFPCAN,1,101024.88,0.9311613139258369
West Vancouver Island,5,WV,2011,sablefish,564190.9,SABLEFPCAN,1,759419.23,0.7429241685122986
Strait of Georgia,6,SG,2011,sablefish,0,SABLEFPCAN,1,0,NaN
North Coast,1,NC,2011,sablefish,7768.41,SABLEFPCAN,1,693035.94,0.011209245511856139
Haida Gwaii,2,HG,2011,sablefish,1164437.1,SABLEFPCAN,1,3546246.5500000003,0.3283576264600102
Central Coast,3,CC,2011,sablefish,148430.8,SABLEFPCAN,1,1179445.6300000001,0.1258479375602926
North Vancouver Island,4,NV,2011,sablefish,150088.9,SABLEFPCAN,1,424787.37,0.3533271245799987
Aristazabal Island,8,AZ,2011,sablefish,367.95,SABLEFPCAN,1,28500.59,0.012910259050777546
Pacific Offshore,7,PO,2011,sablefish,77906.35,SABLEFPCAN,1,84860.77,0.9180490584754298
West Vancouver Island,5,WV,2010,sablefish,268583.77,SABLEFPCAN,1,544876.62,0.49292584805712536
Strait of Georgia,6,SG,2010,sablefish,564.2,SABLEFPCAN,1,1168.38,0.48289084030880364
North Coast,1,NC,2010,sablefish,391459.93,SABLEFPCAN,1,955155.09,0.40983912884765133
Haida Gwaii,2,HG,2010,sablefish,2373431.02,SABLEFPCAN,1,5092484.82,0.466065408909751
Central Coast,3,CC,2010,sablefish,750404.56,SABLEFPCAN,1,1947224.53,0.38537135725174954
North Vancouver Island,4,NV,2010,sablefish,175089.05,SABLEFPCAN,1,411242.93,0.4257557692238016
Aristazabal Island,8,AZ,2010,sablefish,24964.63,SABLEFPCAN,1,49990.36,0.49938888217648364
Pacific Offshore,7,PO,2010,sablefish,5871.03,SABLEFPCAN,1,11742.06,0.5
West Vancouver Island,5,WV,2009,sablefish,465562.55,SABLEFPCAN,1,743896.24,0.6258433971920601
North Coast,1,NC,2009,sablefish,8658.93,SABLEFPCAN,1,575534.38,0.015045026502152661
Haida Gwaii,2,HG,2009,sablefish,1649913.23,SABLEFPCAN,1,4638066.88,0.35573295355327
Central Coast,3,CC,2009,sablefish,216134.98,SABLEFPCAN,1,1141362.6700000002,0.18936573420611344
North Vancouver Island,4,NV,2009,sablefish,135841.75,SABLEFPCAN,1,342309.49,0.39683898334223805
Aristazabal Island,8,AZ,2009,sablefish,253.18,SABLEFPCAN,1,25420.4,0.009959717392330569
Pacific Offshore,7,PO,2009,sablefish,79199.76,SABLEFPCAN,1,85070.79,0.9309865348611432
West Vancouver Island,5,WV,2008,sablefish,924596.85,SABLEFPCAN,1,1211164.48,0.7633949519391454
Strait of Georgia,6,SG,2008,sablefish,24.17,SABLEFPCAN,1,629.88,0.038372388391439645
North Coast,1,NC,2008,sablefish,14565.78,SABLEFPCAN,1,617040.26,0.023605882702046055
Haida Gwaii,2,HG,2008,sablefish,1642115.32,SABLEFPCAN,1,4296829.39,0.3821690765338952
Central Coast,3,CC,2008,sablefish,185446.82,SABLEFPCAN,1,1004162.9400000001,0.1846780164979998
North Vancouver Island,4,NV,2008,sablefish,280645.4,SABLEFPCAN,1,477946.84,0.5871895711246883
Aristazabal Island,8,AZ,2008,sablefish,329.54,SABLEFPCAN,1,25734.06,0.01280559694039728
Pacific Offshore,7,PO,2008,sablefish,45407.62,SABLEFPCAN,1,51330.98,0.8846045799242485
West Vancouver Island,5,WV,2007,sablefish,930955.14,SABLEFPCAN,1,1214001.28,0.766848565431496
Strait of Georgia,6,SG,2007,sablefish,469.5,SABLEFPCAN,1,1033.7,0.45419367321273096
North Coast,1,NC,2007,sablefish,8291.45,SABLEFPCAN,1,597081.52,0.013886629751997684
Haida Gwaii,2,HG,2007,sablefish,1903181.71,SABLEFPCAN,1,4658794.28,0.4085137903964285
Central Coast,3,CC,2007,sablefish,252827.51,SABLEFPCAN,1,1212719.55,0.2084797841347573
North Vancouver Island,4,NV,2007,sablefish,229609.82,SABLEFPCAN,1,440465.47,0.5212890354378972
Aristazabal Island,8,AZ,2007,sablefish,104.11,SABLEFPCAN,1,25148.120000000003,0.004139872085865663
Pacific Offshore,7,PO,2007,sablefish,69852.62,SABLEFPCAN,1,75723.65,0.9224676834780151
West Vancouver Island,5,WV,2015,skates,110457.4,NA,0,33452129.480067726,0.0033019542168702728
Strait of Georgia,6,SG,2015,skates,16048.58,NA,0,16912592.048037514,9.48913091169974e-4
North Coast,1,NC,2015,skates,142068.91,NA,0,6183163.396933077,0.022976735512192332
Haida Gwaii,2,HG,2015,skates,200898.32,NA,0,13542664.750681318,0.014834474876142305
Central Coast,3,CC,2015,skates,53893.99,NA,0,4916529.47,0.010961795373922573
North Vancouver Island,4,NV,2015,skates,7774.88,NA,0,5674150.295034657,0.001370228068650852
Aristazabal Island,8,AZ,2015,skates,222.48,NA,0,130331.65999999999,0.0017070295889732396
Pacific Offshore,7,PO,2015,skates,126.86,NA,0,41149.73,0.0030828877856549724
West Vancouver Island,5,WV,2014,skates,164534.07,NA,0,22716529.430170547,0.007242922846369176
Strait of Georgia,6,SG,2014,skates,12147.31,NA,0,15505560.66062311,7.83416366932703e-4
North Coast,1,NC,2014,skates,171935.1,NA,0,8738613.755689513,0.019675328925947432
Haida Gwaii,2,HG,2014,skates,256899,NA,0,9029312.29,0.02845166849357029
Central Coast,3,CC,2014,skates,195020.17,NA,0,4845805.251217306,0.04024515222748776
North Vancouver Island,4,NV,2014,skates,23547.8,NA,0,5643027.871330182,0.0041729015941311095
Aristazabal Island,8,AZ,2014,skates,3212.26,NA,0,1330071.9520534652,0.0024151024273842262
Pacific Offshore,7,PO,2014,skates,629.25,NA,0,8847.82,0.0711192135463877
West Vancouver Island,5,WV,2013,skates,222867.55,NA,0,17867546.998836838,0.012473315448086325
Strait of Georgia,6,SG,2013,skates,12039.5,NA,0,14092531.850460354,8.543177427416431e-4
North Coast,1,NC,2013,skates,244089.26,NA,0,4330308.408733,0.0563676387362483
Haida Gwaii,2,HG,2013,skates,282996.39,NA,0,6216991.811604084,0.04551982672259341
Central Coast,3,CC,2013,skates,130278.27,NA,0,9412649.495147534,0.013840765032965675
North Vancouver Island,4,NV,2013,skates,22986.89,NA,0,5227998.770110408,0.004396881294506224
Aristazabal Island,8,AZ,2013,skates,804.44,NA,0,679871.7443152436,0.001183223169261461
Pacific Offshore,7,PO,2013,skates,864.37,NA,0,30041.54,0.0287724930213298
West Vancouver Island,5,WV,2012,skates,263395.67,NA,0,16261364.429980952,0.01619763649810218
Strait of Georgia,6,SG,2012,skates,9808.09,NA,0,11305432.708615396,8.675554711431492e-4
North Coast,1,NC,2012,skates,222082.9,NA,0,3888577.477974049,0.057111604759822174
Haida Gwaii,2,HG,2012,skates,202288.5,NA,0,10845063.119959434,0.018652588533828344
Central Coast,3,CC,2012,skates,224987.99,NA,0,5370408.079975308,0.04189402120835377
North Vancouver Island,4,NV,2012,skates,34060.29,NA,0,5604487.737356744,0.006077324386486021
Aristazabal Island,8,AZ,2012,skates,1599.87,NA,0,85526.64,0.018706101397178702
Pacific Offshore,7,PO,2012,skates,591.76,NA,0,12253.869999999999,0.048291682546003835
West Vancouver Island,5,WV,2011,skates,284514.21,NA,0,16201545.27479303,0.01756093046523518
Strait of Georgia,6,SG,2011,skates,7096.56,NA,0,7682969.610764271,9.23674094722088e-4
North Coast,1,NC,2011,skates,341850.04,NA,0,8595484.047202013,0.039770888774004344
Haida Gwaii,2,HG,2011,skates,296253.08,NA,0,7319205.81,0.04047612373397655
Central Coast,3,CC,2011,skates,353005.38,NA,0,5212590.872784705,0.06772167404180239
North Vancouver Island,4,NV,2011,skates,36558.73,NA,0,6655342.677632233,0.005493140138804465
Aristazabal Island,8,AZ,2011,skates,1433,NA,0,993976.140166846,0.0014416845053840635
Pacific Offshore,7,PO,2011,skates,237.5,NA,0,6367.5,0.03729878288182175
West Vancouver Island,5,WV,2010,skates,248870.27,NA,0,11130145.004029172,0.02236002045884466
Strait of Georgia,6,SG,2010,skates,9080.58,NA,0,7867123.9394489,0.0011542439231783737
North Coast,1,NC,2010,skates,292254.56,NA,0,3841450.283543457,0.0760792248833731
Haida Gwaii,2,HG,2010,skates,204830.1,NA,0,9241521.132846788,0.022164110978654818
Central Coast,3,CC,2010,skates,228593.74,NA,0,9532951.747544048,0.023979324143636
North Vancouver Island,4,NV,2010,skates,43684.41,NA,0,6063301.455335896,0.0072047234203663655
Aristazabal Island,8,AZ,2010,skates,3294.82,NA,0,588791.5203010635,0.005595902601170747
Pacific Offshore,7,PO,2010,skates,652.16,NA,0,29268.309999999998,0.02228212014974558
West Vancouver Island,5,WV,2009,skates,277476.55,NA,0,14834480.446425686,0.018704837759711157
Strait of Georgia,6,SG,2009,skates,4684.84,NA,0,18541696.928107597,2.526651157207834e-4
North Coast,1,NC,2009,skates,262174.69,NA,0,5081576.212980492,0.05159318270781713
Haida Gwaii,2,HG,2009,skates,180211.18,NA,0,14117849.720231751,0.012764775342646284
Central Coast,3,CC,2009,skates,106798.31,NA,0,5085115.877180197,0.02100213890488999
North Vancouver Island,4,NV,2009,skates,39767.36,NA,0,6861057.560052206,0.005796097708251468
Aristazabal Island,8,AZ,2009,skates,5186.36,NA,0,454057.20029877074,0.011422261328721055
Pacific Offshore,7,PO,2009,skates,926.44,NA,0,9615.72,0.09634639943758763
West Vancouver Island,5,WV,2008,skates,268086.36,NA,0,15511990.370206352,0.01728252491149746
Strait of Georgia,6,SG,2008,skates,7644.58,NA,0,12167682.550480561,6.282691850551343e-4
North Coast,1,NC,2008,skates,269932.96,NA,0,9152255.537298894,0.029493599572249857
Haida Gwaii,2,HG,2008,skates,196056.65,NA,0,11240284.73,0.017442320609257378
Central Coast,3,CC,2008,skates,120155.98,NA,0,4152124.140710771,0.028938436310681066
North Vancouver Island,4,NV,2008,skates,32194.31,NA,0,4422887.674816839,0.007279025009680634
Aristazabal Island,8,AZ,2008,skates,3230.7,NA,0,1142380.2229039313,0.002828042656224876
Pacific Offshore,7,PO,2008,skates,947.58,NA,0,12437.29,0.07618862308428927
West Vancouver Island,5,WV,2007,skates,154708.34,NA,0,10667102.251645884,0.014503314616312902
Strait of Georgia,6,SG,2007,skates,9948.13,NA,0,13399208.115038458,7.424416364452778e-4
North Coast,1,NC,2007,skates,145307.37,NA,0,4634037.613483222,0.031356536592886695
Haida Gwaii,2,HG,2007,skates,187692.11,NA,0,11755290.6,0.01596660740994357
Central Coast,3,CC,2007,skates,423918.24,NA,0,9862748.438992398,0.04298175530099078
North Vancouver Island,4,NV,2007,skates,34701.37,NA,0,4939794.8401448,0.007024860570724188
Aristazabal Island,8,AZ,2007,skates,584.17,NA,0,187168.9044411718,0.003121084678804688
Pacific Offshore,7,PO,2007,skates,349.62,NA,0,9217.08,0.03793175278938666
West Vancouver Island,5,WV,2015,spot_prawn,470999,NA,0,33452129.480067726,0.01407979125157465
Strait of Georgia,6,SG,2015,spot_prawn,1281399,NA,0,16912592.048037514,0.0757659734451343
North Coast,1,NC,2015,spot_prawn,137362,NA,0,6183163.396933077,0.022215489253952628
Haida Gwaii,2,HG,2015,spot_prawn,161892,NA,0,13542664.750681318,0.01195422045663911
Central Coast,3,CC,2015,spot_prawn,449314,NA,0,4916529.47,0.09138844844552514
North Vancouver Island,4,NV,2015,spot_prawn,1390667,NA,0,5674150.295034657,0.24508815024109365
Aristazabal Island,8,AZ,2015,spot_prawn,11225,NA,0,130331.65999999999,0.08612642545947777
Pacific Offshore,7,PO,2015,spot_prawn,0,NA,0,41149.73,0
West Vancouver Island,5,WV,2014,spot_prawn,724384,NA,0,22716529.430170547,0.03188796960498387
Strait of Georgia,6,SG,2014,spot_prawn,955626,NA,0,15505560.66062311,0.061631179995112605
North Coast,1,NC,2014,spot_prawn,162925,NA,0,8738613.755689513,0.018644261499019023
Haida Gwaii,2,HG,2014,spot_prawn,118674,NA,0,9029312.29,0.013143193655117229
Central Coast,3,CC,2014,spot_prawn,334172,NA,0,4845805.251217306,0.06896108751296873
North Vancouver Island,4,NV,2014,spot_prawn,1188703,NA,0,5643027.871330182,0.2106498544937715
Aristazabal Island,8,AZ,2014,spot_prawn,13505,NA,0,1330071.9520534652,0.010153586036567394
Pacific Offshore,7,PO,2014,spot_prawn,0,NA,0,8847.82,0
West Vancouver Island,5,WV,2013,spot_prawn,609418,NA,0,17867546.998836838,0.034107535860388255
Strait of Georgia,6,SG,2013,spot_prawn,1232481,NA,0,14092531.850460354,0.08745632176518651
North Coast,1,NC,2013,spot_prawn,214766,NA,0,4330308.408733,0.0495960055793897
Haida Gwaii,2,HG,2013,spot_prawn,77950,NA,0,6216991.811604084,0.012538218219059812
Central Coast,3,CC,2013,spot_prawn,438868,NA,0,9412649.495147534,0.04662534180479661
North Vancouver Island,4,NV,2013,spot_prawn,996291,NA,0,5227998.770110408,0.1905683309827863
Aristazabal Island,8,AZ,2013,spot_prawn,9809,NA,0,679871.7443152436,0.014427721231273517
Pacific Offshore,7,PO,2013,spot_prawn,0,NA,0,30041.54,0
West Vancouver Island,5,WV,2012,spot_prawn,688875,NA,0,16261364.429980952,0.04236268137069276
Strait of Georgia,6,SG,2012,spot_prawn,1454680,NA,0,11305432.708615396,0.12867088217609304
North Coast,1,NC,2012,spot_prawn,165082,NA,0,3888577.477974049,0.04245305666019745
Haida Gwaii,2,HG,2012,spot_prawn,79825,NA,0,10845063.119959434,0.007360491969206592
Central Coast,3,CC,2012,spot_prawn,522828,NA,0,5370408.079975308,0.09735349571468764
North Vancouver Island,4,NV,2012,spot_prawn,922081,NA,0,5604487.737356744,0.16452547372953713
Aristazabal Island,8,AZ,2012,spot_prawn,5831,NA,0,85526.64,0.06817758770834444
Pacific Offshore,7,PO,2012,spot_prawn,0,NA,0,12253.869999999999,0
West Vancouver Island,5,WV,2011,spot_prawn,1350196,NA,0,16201545.27479303,0.08333748275855424
Strait of Georgia,6,SG,2011,spot_prawn,1940514,NA,0,7682969.610764271,0.2525734316690816
North Coast,1,NC,2011,spot_prawn,140131,NA,0,8595484.047202013,0.016302863134928996
Haida Gwaii,2,HG,2011,spot_prawn,136599,NA,0,7319205.81,0.01866309044259544
Central Coast,3,CC,2011,spot_prawn,707207,NA,0,5212590.872784705,0.13567283856716558
North Vancouver Island,4,NV,2011,spot_prawn,1662111,NA,0,6655342.677632233,0.24974085941301646
Aristazabal Island,8,AZ,2011,spot_prawn,7368,NA,0,993976.140166846,0.007412652781346672
Pacific Offshore,7,PO,2011,spot_prawn,0,NA,0,6367.5,0
West Vancouver Island,5,WV,2010,spot_prawn,902499,NA,0,11130145.004029172,0.08108600558872239
Strait of Georgia,6,SG,2010,spot_prawn,1632727,NA,0,7867123.9394489,0.207537978626834
North Coast,1,NC,2010,spot_prawn,116820,NA,0,3841450.283543457,0.030410389664666464
Haida Gwaii,2,HG,2010,spot_prawn,152257,NA,0,9241521.132846788,0.016475318057634334
Central Coast,3,CC,2010,spot_prawn,463484,NA,0,9532951.747544048,0.048619148850659634
North Vancouver Island,4,NV,2010,spot_prawn,1389861,NA,0,6063301.455335896,0.22922511939050605
Aristazabal Island,8,AZ,2010,spot_prawn,5367,NA,0,588791.5203010635,0.009115280731719305
Pacific Offshore,7,PO,2010,spot_prawn,0,NA,0,29268.309999999998,0
West Vancouver Island,5,WV,2009,spot_prawn,957538,NA,0,14834480.446425686,0.0645481318646866
Strait of Georgia,6,SG,2009,spot_prawn,3440395,NA,0,18541696.928107597,0.1855490904278918
North Coast,1,NC,2009,spot_prawn,169979,NA,0,5081576.212980492,0.033450054250057655
Haida Gwaii,2,HG,2009,spot_prawn,77817,NA,0,14117849.720231751,0.005511958374828387
Central Coast,3,CC,2009,spot_prawn,550879,NA,0,5085115.877180197,0.10833165129473389
North Vancouver Island,4,NV,2009,spot_prawn,2124998,NA,0,6861057.560052206,0.30971872505086967
Aristazabal Island,8,AZ,2009,spot_prawn,4159,NA,0,454057.20029877074,0.009159638911712814
Pacific Offshore,7,PO,2009,spot_prawn,0,NA,0,9615.72,0
West Vancouver Island,5,WV,2008,spot_prawn,520929,NA,0,15511990.370206352,0.03358234421035617
Strait of Georgia,6,SG,2008,spot_prawn,2943904,NA,0,12167682.550480561,0.24194451061543604
North Coast,1,NC,2008,spot_prawn,145091,NA,0,9152255.537298894,0.015853032010382517
Haida Gwaii,2,HG,2008,spot_prawn,73576,NA,0,11240284.73,0.0065457416575603064
Central Coast,3,CC,2008,spot_prawn,329623,NA,0,4152124.140710771,0.07938659559046188
North Vancouver Island,4,NV,2008,spot_prawn,1077016,NA,0,4422887.674816839,0.2435096885078822
Aristazabal Island,8,AZ,2008,spot_prawn,4131,NA,0,1142380.2229039313,0.003616134030663622
Pacific Offshore,7,PO,2008,spot_prawn,0,NA,0,12437.29,0
West Vancouver Island,5,WV,2007,spot_prawn,439174,NA,0,10667102.251645884,0.041170881242114044
Strait of Georgia,6,SG,2007,spot_prawn,3662705,NA,0,13399208.115038458,0.2733523480308663
North Coast,1,NC,2007,spot_prawn,252001,NA,0,4634037.613483222,0.05438043905098579
Haida Gwaii,2,HG,2007,spot_prawn,75319,NA,0,11755290.6,0.006407242709933517
Central Coast,3,CC,2007,spot_prawn,395742,NA,0,9862748.438992398,0.04012492080153166
North Vancouver Island,4,NV,2007,spot_prawn,1173250,NA,0,4939794.8401448,0.2375098638642265
Aristazabal Island,8,AZ,2007,spot_prawn,4387,NA,0,187168.9044411718,0.023438722436818334
Pacific Offshore,7,PO,2007,spot_prawn,0,NA,0,9217.08,0
West Vancouver Island,5,WV,2015,walleye_pollock,409094.29,NA,0,33452129.480067726,0.01222924508419581
Strait of Georgia,6,SG,2015,walleye_pollock,690018.91,NA,0,16912592.048037514,0.04079912221852875
North Coast,1,NC,2015,walleye_pollock,1117237.77,NA,0,6183163.396933077,0.18069031954649029
Haida Gwaii,2,HG,2015,walleye_pollock,381100.13,NA,0,13542664.750681318,0.028140704729534654
Central Coast,3,CC,2015,walleye_pollock,60181.72,NA,0,4916529.47,0.012240691399740558
North Vancouver Island,4,NV,2015,walleye_pollock,1749425.1,NA,0,5674150.295034657,0.3083149033840167
Aristazabal Island,8,AZ,2015,walleye_pollock,0,NA,0,130331.65999999999,0
West Vancouver Island,5,WV,2014,walleye_pollock,4002870.03,NA,0,22716529.430170547,0.17620957648062474
Strait of Georgia,6,SG,2014,walleye_pollock,866665.33,NA,0,15505560.66062311,0.05589384021442872
North Coast,1,NC,2014,walleye_pollock,453722.07,NA,0,8738613.755689513,0.05192151554983099
Haida Gwaii,2,HG,2014,walleye_pollock,180958,NA,0,9029312.29,0.02004117192849911
Central Coast,3,CC,2014,walleye_pollock,31495.09,NA,0,4845805.251217306,0.006499454346021887
North Vancouver Island,4,NV,2014,walleye_pollock,2003360.5,NA,0,5643027.871330182,0.35501517016745926
Aristazabal Island,8,AZ,2014,walleye_pollock,0,NA,0,1330071.9520534652,0
Pacific Offshore,7,PO,2014,walleye_pollock,0,NA,0,8847.82,0
West Vancouver Island,5,WV,2013,walleye_pollock,141513.36,NA,0,17867546.998836838,0.007920133637214576
Strait of Georgia,6,SG,2013,walleye_pollock,1071235.94,NA,0,14092531.850460354,0.07601444164662338
North Coast,1,NC,2013,walleye_pollock,271932.05,NA,0,4330308.408733,0.06279738631354534
Haida Gwaii,2,HG,2013,walleye_pollock,543666.01,NA,0,6216991.811604084,0.0874484037417005
Central Coast,3,CC,2013,walleye_pollock,35870.39,NA,0,9412649.495147534,0.003810870681893777
North Vancouver Island,4,NV,2013,walleye_pollock,1334626.7,NA,0,5227998.770110408,0.25528443266481765
Pacific Offshore,7,PO,2013,walleye_pollock,0,NA,0,30041.54,0
West Vancouver Island,5,WV,2012,walleye_pollock,1205043.3,NA,0,16261364.429980952,0.07410468569158139
Strait of Georgia,6,SG,2012,walleye_pollock,1010747.57,NA,0,11305432.708615396,0.08940370493114798
North Coast,1,NC,2012,walleye_pollock,305541.27,NA,0,3888577.477974049,0.07857404712408796
Haida Gwaii,2,HG,2012,walleye_pollock,820638.33,NA,0,10845063.119959434,0.07566929956264463
Central Coast,3,CC,2012,walleye_pollock,44578.07,NA,0,5370408.079975308,0.008300685783305495
North Vancouver Island,4,NV,2012,walleye_pollock,1702913.99,NA,0,5604487.737356744,0.30384828548186793
Pacific Offshore,7,PO,2012,walleye_pollock,0,NA,0,12253.869999999999,0
West Vancouver Island,5,WV,2011,walleye_pollock,1302107.6,NA,0,16201545.27479303,0.08036934612810469
Strait of Georgia,6,SG,2011,walleye_pollock,125769.64,NA,0,7682969.610764271,0.016369925480870014
North Coast,1,NC,2011,walleye_pollock,82343.27,NA,0,8595484.047202013,0.009579829308950231
Haida Gwaii,2,HG,2011,walleye_pollock,738668.62,NA,0,7319205.81,0.10092196328060353
Central Coast,3,CC,2011,walleye_pollock,47784.77,NA,0,5212590.872784705,0.009167182149185651
North Vancouver Island,4,NV,2011,walleye_pollock,1871003,NA,0,6655342.677632233,0.28112797351340074
Aristazabal Island,8,AZ,2011,walleye_pollock,0,NA,0,993976.140166846,0
West Vancouver Island,5,WV,2010,walleye_pollock,61830.55,NA,0,11130145.004029172,0.005555233105913446
