rgn_name,rgn_id,rgn_code,year,species,harvest_kgs,stock_id,assessed,rgn_catch,catch_prop
West Vancouver Island,5,WV,2013,halibut,256989.35,PHALNPAC,1,800373.67,0.3210867119104505
Strait of Georgia,6,SG,2013,halibut,0,PHALNPAC,1,0,NaN
North Coast,1,NC,2013,halibut,428153.67,PHALNPAC,1,744768.2699999999,0.5748817279769451
Haida Gwaii,2,HG,2013,halibut,2184970.32,PHALNPAC,1,3393271.96,0.6439125262450228
Central Coast,3,CC,2013,halibut,574513.71,PHALNPAC,1,917509.82,0.6261662790704517
North Vancouver Island,4,NV,2013,halibut,162416.67,PHALNPAC,1,409787.47000000003,0.39634367053731534
Aristazabal Island,8,AZ,2013,halibut,27019.31,PHALNPAC,1,27019.31,1
Pacific Offshore,7,PO,2013,halibut,8915.75,PHALNPAC,1,49707.13,0.17936561616009616
West Vancouver Island,5,WV,2012,halibut,185911.82,PHALNPAC,1,674266.35,0.27572460052322056
Strait of Georgia,6,SG,2012,halibut,0,PHALNPAC,1,0,NaN
North Coast,1,NC,2012,halibut,296805.08,PHALNPAC,1,519285.67000000004,0.5715641642874528
Haida Gwaii,2,HG,2012,halibut,2166394.47,PHALNPAC,1,3698607.7100000004,0.585732426865027
Central Coast,3,CC,2012,halibut,648801.66,PHALNPAC,1,1165489.34,0.5566774724855055
North Vancouver Island,4,NV,2012,halibut,225569.2,PHALNPAC,1,429823.94,0.5247944076823641
Aristazabal Island,8,AZ,2012,halibut,28125.16,PHALNPAC,1,28181.87,0.9979877133774303
Pacific Offshore,7,PO,2012,halibut,6954.42,PHALNPAC,1,101024.88,0.06883868607416312
West Vancouver Island,5,WV,2011,halibut,185911.82,PHALNPAC,1,759419.23,0.24480789089315003
Strait of Georgia,6,SG,2011,halibut,0,PHALNPAC,1,0,NaN
North Coast,1,NC,2011,halibut,296805.08,PHALNPAC,1,693035.94,0.42826794812401797
Haida Gwaii,2,HG,2011,halibut,2166394.47,PHALNPAC,1,3546246.5500000003,0.6108978717229911
Central Coast,3,CC,2011,halibut,648801.66,PHALNPAC,1,1179445.6300000001,0.5500903504979708
North Vancouver Island,4,NV,2011,halibut,225569.2,PHALNPAC,1,424787.37,0.5310167296169847
Aristazabal Island,8,AZ,2011,halibut,28125.16,PHALNPAC,1,28500.59,0.9868272902420616
Pacific Offshore,7,PO,2011,halibut,6954.42,PHALNPAC,1,84860.77,0.08195094152457018
West Vancouver Island,5,WV,2010,halibut,268583.77,PHALNPAC,1,544876.62,0.49292584805712536
Strait of Georgia,6,SG,2010,halibut,564.2,PHALNPAC,1,1168.38,0.48289084030880364
North Coast,1,NC,2010,halibut,391459.93,PHALNPAC,1,955155.09,0.40983912884765133
Haida Gwaii,2,HG,2010,halibut,2373431.02,PHALNPAC,1,5092484.82,0.466065408909751
Central Coast,3,CC,2010,halibut,750404.56,PHALNPAC,1,1947224.53,0.38537135725174954
North Vancouver Island,4,NV,2010,halibut,175089.05,PHALNPAC,1,411242.93,0.4257557692238016
Aristazabal Island,8,AZ,2010,halibut,24964.63,PHALNPAC,1,49990.36,0.49938888217648364
Pacific Offshore,7,PO,2010,halibut,5871.03,PHALNPAC,1,11742.06,0.5
West Vancouver Island,5,WV,2009,halibut,268583.77,PHALNPAC,1,743896.24,0.3610500437534138
Strait of Georgia,6,SG,2009,halibut,564.2,PHALNPAC,1,564.2,1
North Coast,1,NC,2009,halibut,391459.93,PHALNPAC,1,575534.38,0.6801677599173137
Haida Gwaii,2,HG,2009,halibut,2373431.02,PHALNPAC,1,4638066.88,0.5117285027162006
Central Coast,3,CC,2009,halibut,750404.56,PHALNPAC,1,1141362.6700000002,0.6574637314886074
North Vancouver Island,4,NV,2009,halibut,175089.05,PHALNPAC,1,342309.49,0.5114934149210996
Aristazabal Island,8,AZ,2009,halibut,24964.63,PHALNPAC,1,25420.4,0.9820706991235385
Pacific Offshore,7,PO,2009,halibut,5871.03,PHALNPAC,1,85070.79,0.06901346513885671
West Vancouver Island,5,WV,2008,halibut,268583.77,PHALNPAC,1,1211164.48,0.22175664365586417
Strait of Georgia,6,SG,2008,halibut,564.2,PHALNPAC,1,629.88,0.8957261700641392
North Coast,1,NC,2008,halibut,391459.93,PHALNPAC,1,617040.26,0.6344155404057427
Haida Gwaii,2,HG,2008,halibut,2373431.02,PHALNPAC,1,4296829.39,0.552367991506407
Central Coast,3,CC,2008,halibut,750404.56,PHALNPAC,1,1004162.9400000001,0.7472936214913488
North Vancouver Island,4,NV,2008,halibut,175089.05,PHALNPAC,1,477946.84,0.3663358251306777
Aristazabal Island,8,AZ,2008,halibut,24964.63,PHALNPAC,1,25734.06,0.9701007147725621
Pacific Offshore,7,PO,2008,halibut,5871.03,PHALNPAC,1,51330.98,0.11437595775494641
West Vancouver Island,5,WV,2007,halibut,268583.77,PHALNPAC,1,1214001.28,0.22123845701381797
Strait of Georgia,6,SG,2007,halibut,564.2,PHALNPAC,1,1033.7,0.545806326787269
North Coast,1,NC,2007,halibut,391459.93,PHALNPAC,1,597081.52,0.6556222507104222
Haida Gwaii,2,HG,2007,halibut,2373431.02,PHALNPAC,1,4658794.28,0.5094517760075896
Central Coast,3,CC,2007,halibut,750404.56,PHALNPAC,1,1212719.55,0.6187783152337241
North Vancouver Island,4,NV,2007,halibut,175089.05,PHALNPAC,1,440465.47,0.3975091395927131
Aristazabal Island,8,AZ,2007,halibut,24964.63,PHALNPAC,1,25148.120000000003,0.9927036295357267
Pacific Offshore,7,PO,2007,halibut,5871.03,PHALNPAC,1,75723.65,0.07753231652198488
West Vancouver Island,5,WV,2015,herring,0,NA,0,33452129.480067726,0
Strait of Georgia,6,SG,2015,herring,10367717.490999999,NA,0,16912592.048037514,0.613017653447334
North Coast,1,NC,2015,herring,1091341.1874799998,NA,0,6183163.396933077,0.17650207788804645
Haida Gwaii,2,HG,2015,herring,0,NA,0,13542664.750681318,0
Central Coast,3,CC,2015,herring,0,NA,0,4916529.47,0
North Vancouver Island,4,NV,2015,herring,0,NA,0,5674150.295034657,0
Aristazabal Island,8,AZ,2015,herring,0,NA,0,130331.65999999999,0
Pacific Offshore,7,PO,2015,herring,0,NA,0,41149.73,0
West Vancouver Island,5,WV,2014,herring,0,NA,0,22716529.430170547,0
Strait of Georgia,6,SG,2014,herring,9386816.05721,NA,0,15505560.66062311,0.6053838531003999
North Coast,1,NC,2014,herring,1359403.8143200001,NA,0,8738613.755689513,0.1555628675583611
Haida Gwaii,2,HG,2014,herring,0,NA,0,9029312.29,0
Central Coast,3,CC,2014,herring,0,NA,0,4845805.251217306,0
North Vancouver Island,4,NV,2014,herring,0,NA,0,5643027.871330182,0
Aristazabal Island,8,AZ,2014,herring,545008.113384,NA,0,1330071.9520534652,0.40975836874281535
Pacific Offshore,7,PO,2014,herring,0,NA,0,8847.82,0
West Vancouver Island,5,WV,2013,herring,0,NA,0,17867546.998836838,0
Strait of Georgia,6,SG,2013,herring,7591816.08438,NA,0,14092531.850460354,0.5387120046943162
North Coast,1,NC,2013,herring,976023.37265,NA,0,4330308.408733,0.22539350099906016
Haida Gwaii,2,HG,2013,herring,0,NA,0,6216991.811604084,0
Central Coast,3,CC,2013,herring,0,NA,0,9412649.495147534,0
North Vancouver Island,4,NV,2013,herring,0,NA,0,5227998.770110408,0
Aristazabal Island,8,AZ,2013,herring,0,NA,0,679871.7443152436,0
Pacific Offshore,7,PO,2013,herring,0,NA,0,30041.54,0
West Vancouver Island,5,WV,2012,herring,0,NA,0,16261364.429980952,0
Strait of Georgia,6,SG,2012,herring,4463907.093640001,NA,0,11305432.708615396,0.3948461955143251
North Coast,1,NC,2012,herring,793271.102905,NA,0,3888577.477974049,0.20400033364342138
Haida Gwaii,2,HG,2012,herring,0,NA,0,10845063.119959434,0
Central Coast,3,CC,2012,herring,0,NA,0,5370408.079975308,0
North Vancouver Island,4,NV,2012,herring,0,NA,0,5604487.737356744,0
Aristazabal Island,8,AZ,2012,herring,0,NA,0,85526.64,0
Pacific Offshore,7,PO,2012,herring,0,NA,0,12253.869999999999,0
West Vancouver Island,5,WV,2011,herring,0,NA,0,16201545.27479303,0
Strait of Georgia,6,SG,2011,herring,1375867.2266000002,NA,0,7682969.610764271,0.17908013389410432
North Coast,1,NC,2011,herring,472099.623203,NA,0,8595484.047202013,0.05492414628547615
Haida Gwaii,2,HG,2011,herring,0,NA,0,7319205.81,0
Central Coast,3,CC,2011,herring,0,NA,0,5212590.872784705,0
North Vancouver Island,4,NV,2011,herring,0,NA,0,6655342.677632233,0
Aristazabal Island,8,AZ,2011,herring,0,NA,0,993976.140166846,0
Pacific Offshore,7,PO,2011,herring,0,NA,0,6367.5,0
West Vancouver Island,5,WV,2010,herring,0,NA,0,11130145.004029172,0
Strait of Georgia,6,SG,2010,herring,1019501.3748400001,NA,0,7867123.9394489,0.12959009959507733
North Coast,1,NC,2010,herring,826832.054138,NA,0,3841450.283543457,0.21523955618535506
Haida Gwaii,2,HG,2010,herring,0,NA,0,9241521.132846788,0
Central Coast,3,CC,2010,herring,0,NA,0,9532951.747544048,0
North Vancouver Island,4,NV,2010,herring,0,NA,0,6063301.455335896,0
Aristazabal Island,8,AZ,2010,herring,0,NA,0,588791.5203010635,0
Pacific Offshore,7,PO,2010,herring,0,NA,0,29268.309999999998,0
West Vancouver Island,5,WV,2009,herring,0,NA,0,14834480.446425686,0
Strait of Georgia,6,SG,2009,herring,9385237.08946,NA,0,18541696.928107597,0.5061692641104925
North Coast,1,NC,2009,herring,1004910.89106,NA,0,5081576.212980492,0.19775574525341827
Haida Gwaii,2,HG,2009,herring,0,NA,0,14117849.720231751,0
Central Coast,3,CC,2009,herring,0,NA,0,5085115.877180197,0
North Vancouver Island,4,NV,2009,herring,0,NA,0,6861057.560052206,0
Aristazabal Island,8,AZ,2009,herring,0,NA,0,454057.20029877074,0
Pacific Offshore,7,PO,2009,herring,0,NA,0,9615.72,0
West Vancouver Island,5,WV,2008,herring,0,NA,0,15511990.370206352,0
Strait of Georgia,6,SG,2008,herring,4203521.6596099995,NA,0,12167682.550480561,0.34546608544155205
Haida Gwaii,2,HG,2008,herring,0,NA,0,11240284.73,0
Central Coast,3,CC,2008,herring,0,NA,0,4152124.140710771,0
North Vancouver Island,4,NV,2008,herring,0,NA,0,4422887.674816839,0
Aristazabal Island,8,AZ,2008,herring,0,NA,0,1142380.2229039313,0
Pacific Offshore,7,PO,2008,herring,0,NA,0,12437.29,0
West Vancouver Island,5,WV,2007,herring,0,NA,0,10667102.251645884,0
Strait of Georgia,6,SG,2007,herring,4798357.2704799995,NA,0,13399208.115038458,0.3581075261525802
North Coast,1,NC,2007,herring,174474.063873,NA,0,4634037.613483222,0.03765054978521307
Haida Gwaii,2,HG,2007,herring,0,NA,0,11755290.6,0
North Vancouver Island,4,NV,2007,herring,0,NA,0,4939794.8401448,0
Aristazabal Island,8,AZ,2007,herring,0,NA,0,187168.9044411718,0
Pacific Offshore,7,PO,2007,herring,0,NA,0,9217.08,0
West Vancouver Island,5,WV,2015,geoduck,1065331.840067726,NA,0,33452129.480067726,0.03184645810672527
Strait of Georgia,6,SG,2015,geoduck,792633.0270375139,NA,0,16912592.048037514,0.046866442753787624
North Coast,1,NC,2015,geoduck,1497801.9894530769,NA,0,6183163.396933077,0.24223878511701705
Haida Gwaii,2,HG,2015,geoduck,3331059.6306813173,NA,0,13542664.750681318,0.24596781298257678
Central Coast,3,CC,2015,geoduck,0,NA,0,4916529.47,0
North Vancouver Island,4,NV,2015,geoduck,40267.4650346567,NA,0,5674150.295034657,0.007096651117946947
Aristazabal Island,8,AZ,2015,geoduck,0,NA,0,130331.65999999999,0
Pacific Offshore,7,PO,2015,geoduck,0,NA,0,41149.73,0
West Vancouver Island,5,WV,2014,geoduck,1119598.6701705498,NA,0,22716529.430170547,0.04928563905908862
Strait of Georgia,6,SG,2014,geoduck,745577.5234131113,NA,0,15505560.66062311,0.048084525270120054
North Coast,1,NC,2014,geoduck,4561332.651369513,NA,0,8738613.755689513,0.5219743976439893
Haida Gwaii,2,HG,2014,geoduck,0,NA,0,9029312.29,0
Central Coast,3,CC,2014,geoduck,6303.02121730542,NA,0,4845805.251217306,0.0013007169893429064
North Vancouver Island,4,NV,2014,geoduck,115189.42133018219,NA,0,5643027.871330182,0.020412697572416844
Aristazabal Island,8,AZ,2014,geoduck,700876.5586694651,NA,0,1330071.9520534652,0.5269463487200066
West Vancouver Island,5,WV,2013,geoduck,1165069.04883684,NA,0,17867546.998836838,0.06520587570933409
Strait of Georgia,6,SG,2013,geoduck,500169.75608035416,NA,0,14092531.850460354,0.03549183080711046
North Coast,1,NC,2013,geoduck,317174.9060829997,NA,0,4330308.408733,0.07324533870228461
Haida Gwaii,2,HG,2013,geoduck,2455.951604084728,NA,0,6216991.811604084,3.950385779020437e-4
Central Coast,3,CC,2013,geoduck,4524153.865147534,NA,0,9412649.495147534,0.4806461631743382
North Vancouver Island,4,NV,2013,geoduck,321348.2601104076,NA,0,5227998.770110408,0.06146678188748334
Aristazabal Island,8,AZ,2013,geoduck,594333.6743152436,NA,0,679871.7443152436,0.8741849904555857
Pacific Offshore,7,PO,2013,geoduck,0,NA,0,30041.54,0
West Vancouver Island,5,WV,2012,geoduck,1067562.919980952,NA,0,16261364.429980952,0.06565026720714127
Strait of Georgia,6,SG,2012,geoduck,889352.1049753964,NA,0,11305432.708615396,0.0786659058434498
North Coast,1,NC,2012,geoduck,286334.4150690488,NA,0,3888577.477974049,0.073634746045546
Haida Gwaii,2,HG,2012,geoduck,4597587.699959435,NA,0,10845063.119959434,0.4239336967525765
Central Coast,3,CC,2012,geoduck,124618.59997530821,NA,0,5370408.079975308,0.023204679815668903
North Vancouver Island,4,NV,2012,geoduck,127921.12735674351,NA,0,5604487.737356744,0.02282476710656079
Aristazabal Island,8,AZ,2012,geoduck,0,NA,0,85526.64,0
Pacific Offshore,7,PO,2012,geoduck,0,NA,0,12253.869999999999,0
West Vancouver Island,5,WV,2011,geoduck,1170463.76479303,NA,0,16201545.27479303,0.0722439585200605
Strait of Georgia,6,SG,2011,geoduck,745573.1141642709,NA,0,7682969.610764271,0.09704230941115286
North Coast,1,NC,2011,geoduck,4634984.743999013,NA,0,8595484.047202013,0.5392348724686173
Haida Gwaii,2,HG,2011,geoduck,0,NA,0,7319205.81,0
Central Coast,3,CC,2011,geoduck,4620.892784705197,NA,0,5212590.872784705,8.864867582129255e-4
North Vancouver Island,4,NV,2011,geoduck,155390.74763223337,NA,0,6655342.677632233,0.023348271480367503
Aristazabal Island,8,AZ,2011,geoduck,875791.4601668459,NA,0,993976.140166846,0.8810990775088807
Pacific Offshore,7,PO,2011,geoduck,0,NA,0,6367.5,0
West Vancouver Island,5,WV,2010,geoduck,1173843.4540291715,NA,0,11130145.004029172,0.10546524358885118
Strait of Georgia,6,SG,2010,geoduck,781905.3246088997,NA,0,7867123.9394489,0.09938896738210952
North Coast,1,NC,2010,geoduck,166709.2894054569,NA,0,3841450.283543457,0.04339748717291215
Haida Gwaii,2,HG,2010,geoduck,2008.4128467874214,NA,0,9241521.132846788,2.1732492063984964e-4
Central Coast,3,CC,2010,geoduck,4921885.747544048,NA,0,9532951.747544048,0.516302387538263
North Vancouver Island,4,NV,2010,geoduck,369920.5453358966,NA,0,6063301.455335896,0.06100975649336301
Aristazabal Island,8,AZ,2010,geoduck,425186.07030106353,NA,0,588791.5203010635,0.7221334812764549
Pacific Offshore,7,PO,2010,geoduck,0,NA,0,29268.309999999998,0
West Vancouver Island,5,WV,2009,geoduck,1196575.3364256865,NA,0,14834480.446425686,0.08066176235474408
Strait of Georgia,6,SG,2009,geoduck,796967.3186475952,NA,0,18541696.928107597,0.04298243692245138
North Coast,1,NC,2009,geoduck,741271.8919204924,NA,0,5081576.212980492,0.1458744021248704
Haida Gwaii,2,HG,2009,geoduck,4469651.14023175,NA,0,14117849.720231751,0.3165957443098763
Central Coast,3,CC,2009,geoduck,6444.117180197181,NA,0,5085115.877180197,0.001267250803293509
North Vancouver Island,4,NV,2009,geoduck,97234.96005220551,NA,0,6861057.560052206,0.01417200762435604
Aristazabal Island,8,AZ,2009,geoduck,292114.94029877073,NA,0,454057.20029877074,0.6433439225422665
Pacific Offshore,7,PO,2009,geoduck,0,NA,0,9615.72,0
West Vancouver Island,5,WV,2008,geoduck,1226401.7002063529,NA,0,15511990.370206352,0.07906153052814449
Strait of Georgia,6,SG,2008,geoduck,699161.3608705621,NA,0,12167682.550480561,0.05746051953360246
North Coast,1,NC,2008,geoduck,4462741.847298894,NA,0,9152255.537298894,0.4876111499631471
Haida Gwaii,2,HG,2008,geoduck,0,NA,0,11240284.73,0
Central Coast,3,CC,2008,geoduck,2050.300710770913,NA,0,4152124.140710771,4.937956191309678e-4
North Vancouver Island,4,NV,2008,geoduck,148510.1148168398,NA,0,4422887.674816839,0.03357763654329971
Aristazabal Island,8,AZ,2008,geoduck,1049319.6529039312,NA,0,1142380.2229039313,0.9185380067562444
Pacific Offshore,7,PO,2008,geoduck,0,NA,0,12437.29,0
West Vancouver Island,5,WV,2007,geoduck,1236137.3216458843,NA,0,10667102.251645884,0.11588314168968936
Strait of Georgia,6,SG,2007,geoduck,479340.46455845784,NA,0,13399208.115038458,0.03577379054367214
North Coast,1,NC,2007,geoduck,2907.8996102224023,NA,0,4634037.613483222,6.275088492509343e-4
Haida Gwaii,2,HG,2007,geoduck,0,NA,0,11755290.6,0
Central Coast,3,CC,2007,geoduck,5279971.8689923985,NA,0,9862748.438992398,0.5353448789303008
North Vancouver Island,4,NV,2007,geoduck,442415.2101447997,NA,0,4939794.8401448,0.08956145436433373
Aristazabal Island,8,AZ,2007,geoduck,133778.8144411718,NA,0,187168.9044411718,0.7147491451135741
Pacific Offshore,7,PO,2007,geoduck,0,NA,0,9217.08,0
West Vancouver Island,5,WV,2015,lingcod,718578.76,NA,0,33452129.480067726,0.021480807684549987
Strait of Georgia,6,SG,2015,lingcod,0,LINGCODSOG,1,0,NaN
North Coast,1,NC,2015,lingcod,54641.55,NA,0,6183163.396933077,0.00883715122700831
Haida Gwaii,2,HG,2015,lingcod,225834.74,NA,0,13542664.750681318,0.016675797869738926
Central Coast,3,CC,2015,lingcod,491346.93,NA,0,4916529.47,0.09993775751739774
North Vancouver Island,4,NV,2015,lingcod,207748.39,NA,0,5674150.295034657,0.03661312781612372
Aristazabal Island,8,AZ,2015,lingcod,7655.87,NA,0,130331.65999999999,0.05874144471113159
Pacific Offshore,7,PO,2015,lingcod,3578.17,NA,0,41149.73,0.08695488402961574
West Vancouver Island,5,WV,2014,lingcod,527508.76,NA,0,22716529.430170547,0.023221362295747467
Strait of Georgia,6,SG,2014,lingcod,0,LINGCODSOG,1,0,NaN
North Coast,1,NC,2014,lingcod,68154.83,NA,0,8738613.755689513,0.007799272505393197
Haida Gwaii,2,HG,2014,lingcod,181758.73,NA,0,9029312.29,0.020129853100916507
Central Coast,3,CC,2014,lingcod,459019.02,NA,0,4845805.251217306,0.09472502426396329
North Vancouver Island,4,NV,2014,lingcod,152806.92,NA,0,5643027.871330182,0.02707888805163391
Aristazabal Island,8,AZ,2014,lingcod,6417.39,NA,0,1330071.9520534652,0.004824844242518121
Pacific Offshore,7,PO,2014,lingcod,857.37,NA,0,8847.82,0.0969018357064226
West Vancouver Island,5,WV,2013,lingcod,550790.88,NA,0,17867546.998836838,0.030826328876362045
Strait of Georgia,6,SG,2013,lingcod,0,LINGCODSOG,1,0,NaN
North Coast,1,NC,2013,lingcod,66633.8,NA,0,4330308.408733,0.015387772350259992
Haida Gwaii,2,HG,2013,lingcod,183396.15,NA,0,6216991.811604084,0.02949917830962702
Central Coast,3,CC,2013,lingcod,492513.74,NA,0,9412649.495147534,0.05232466589283959
North Vancouver Island,4,NV,2013,lingcod,231639.17,NA,0,5227998.770110408,0.04430742626114048
Aristazabal Island,8,AZ,2013,lingcod,4996.91,NA,0,679871.7443152436,0.0073497833110167145
Pacific Offshore,7,PO,2013,lingcod,1664.51,NA,0,30041.54,0.05540694651472594
West Vancouver Island,5,WV,2012,lingcod,547553.18,NA,0,16261364.429980952,0.033672031787841894
Strait of Georgia,6,SG,2012,lingcod,0,LINGCODSOG,1,0,NaN
North Coast,1,NC,2012,lingcod,65123.46,NA,0,3888577.477974049,0.016747373652415784
Haida Gwaii,2,HG,2012,lingcod,254300.65,NA,0,10845063.119959434,0.02344851728266854
Central Coast,3,CC,2012,lingcod,359883.18,NA,0,5370408.079975308,0.06701225952305186
North Vancouver Island,4,NV,2012,lingcod,239187.83,NA,0,5604487.737356744,0.042677911204210904
Aristazabal Island,8,AZ,2012,lingcod,10190.21,NA,0,85526.64,0.11914661911189307
Pacific Offshore,7,PO,2012,lingcod,1841.72,NA,0,12253.869999999999,0.1502970082104674
West Vancouver Island,5,WV,2011,lingcod,580727.19,NA,0,16201545.27479303,0.03584393834972748
Strait of Georgia,6,SG,2011,lingcod,0,LINGCODSOG,1,0,NaN
North Coast,1,NC,2011,lingcod,86242.78,NA,0,8595484.047202013,0.010033498931112972
Haida Gwaii,2,HG,2011,lingcod,228626.19,NA,0,7319205.81,0.03123647509510325
Central Coast,3,CC,2011,lingcod,551493.79,NA,0,5212590.872784705,0.1058003214638208
North Vancouver Island,4,NV,2011,lingcod,203139.67,NA,0,6655342.677632233,0.030522796471882177
Aristazabal Island,8,AZ,2011,lingcod,25774.49,NA,0,993976.140166846,0.02593069285916015
Pacific Offshore,7,PO,2011,lingcod,1020.99,NA,0,6367.5,0.16034393404004713
West Vancouver Island,5,WV,2010,lingcod,546608.69,NA,0,11130145.004029172,0.049110653077936064
Strait of Georgia,6,SG,2010,lingcod,39.98,LINGCODSOG,1,1168.38,0.03421831938239271
North Coast,1,NC,2010,lingcod,116927.16,NA,0,3841450.283543457,0.03043828537906867
Haida Gwaii,2,HG,2010,lingcod,213408.31,NA,0,9241521.132846788,0.02309233587547519
Central Coast,3,CC,2010,lingcod,513432.68,NA,0,9532951.747544048,0.05385873060065309
North Vancouver Island,4,NV,2010,lingcod,192444.5,NA,0,6063301.455335896,0.03173922679213694
Aristazabal Island,8,AZ,2010,lingcod,13653.51,NA,0,588791.5203010635,0.023189039803118473
Pacific Offshore,7,PO,2010,lingcod,36.03,NA,0,29268.309999999998,0.0012310242716439728
West Vancouver Island,5,WV,2009,lingcod,769212.23,NA,0,14834480.446425686,0.051852994297844714
Strait of Georgia,6,SG,2009,lingcod,0,LINGCODSOG,1,564.2,0
North Coast,1,NC,2009,lingcod,125443.69,NA,0,5081576.212980492,0.024685980243603124
Haida Gwaii,2,HG,2009,lingcod,352352.75,NA,0,14117849.720231751,0.02495796151555975
Central Coast,3,CC,2009,lingcod,559603.85,NA,0,5085115.877180197,0.11004741357247338
North Vancouver Island,4,NV,2009,lingcod,189462.29,NA,0,6861057.560052206,0.02761415253285798
Aristazabal Island,8,AZ,2009,lingcod,12305.17,NA,0,454057.20029877074,0.02710048423833642
Pacific Offshore,7,PO,2009,lingcod,1198.09,NA,0,9615.72,0.12459701405614972
West Vancouver Island,5,WV,2008,lingcod,975781.34,NA,0,15511990.370206352,0.06290497329563642
Strait of Georgia,6,SG,2008,lingcod,41.51,LINGCODSOG,1,629.88,0.06590144154442115
North Coast,1,NC,2008,lingcod,85577.22,NA,0,9152255.537298894,0.00935039670289368
Haida Gwaii,2,HG,2008,lingcod,430427.32,NA,0,11240284.73,0.0382932755120697
Central Coast,3,CC,2008,lingcod,503307.23,NA,0,4152124.140710771,0.12121680685439298
North Vancouver Island,4,NV,2008,lingcod,292115.78,NA,0,4422887.674816839,0.06604639355036235
Aristazabal Island,8,AZ,2008,lingcod,10435.69,NA,0,1142380.2229039313,0.009135040847847024
Pacific Offshore,7,PO,2008,lingcod,712.93,NA,0,12437.29,0.057321972873511824
West Vancouver Island,5,WV,2007,lingcod,755489.55,NA,0,10667102.251645884,0.07082425312679753
North Coast,1,NC,2007,lingcod,94211.94,NA,0,4634037.613483222,0.020330421946917393
Haida Gwaii,2,HG,2007,lingcod,378575.07,NA,0,11755290.6,0.032204654302633744
Central Coast,3,CC,2007,lingcod,554295.71,NA,0,9862748.438992398,0.056200937642147564
North Vancouver Island,4,NV,2007,lingcod,206927.79,NA,0,4939794.8401448,0.04188995630311123
Aristazabal Island,8,AZ,2007,lingcod,5362.22,NA,0,187168.9044411718,0.028649096472568046
Pacific Offshore,7,PO,2007,lingcod,3489.6,NA,0,9217.08,0.3786014659740395
West Vancouver Island,5,WV,2015,rockfish,5195221.14,NA,0,33452129.480067726,0.1553031517199987
Strait of Georgia,6,SG,2015,rockfish,3842.95,NA,0,16912592.048037514,2.2722418829028185e-4
North Coast,1,NC,2015,rockfish,167527.43,NA,0,6183163.396933077,0.027094129532966183
Haida Gwaii,2,HG,2015,rockfish,1881973.1,NA,0,13542664.750681318,0.1389662326172048
Central Coast,3,CC,2015,rockfish,3240242.41,NA,0,4916529.47,0.6590507449963481
North Vancouver Island,4,NV,2015,rockfish,1304364.96,NA,0,5674150.295034657,0.22987846499967146
Aristazabal Island,8,AZ,2015,rockfish,108187.18,NA,0,130331.65999999999,0.8300913224000983
Pacific Offshore,7,PO,2015,rockfish,23978.77,NA,0,41149.73,0.5827199838249242
West Vancouver Island,5,WV,2014,rockfish,4550000.13,NA,0,22716529.430170547,0.2002946860340823
Strait of Georgia,6,SG,2014,rockfish,3944.46,NA,0,15505560.66062311,2.543900273156254e-4
North Coast,1,NC,2014,rockfish,170348.44,NA,0,8738613.755689513,0.019493760081693734
Haida Gwaii,2,HG,2014,rockfish,1835979.14,NA,0,9029312.29,0.20333543475214103
Central Coast,3,CC,2014,rockfish,3357702.47,NA,0,4845805.251217306,0.6929090823772825
North Vancouver Island,4,NV,2014,rockfish,1244573.08,NA,0,5643027.871330182,0.22055058177599035
Aristazabal Island,8,AZ,2014,rockfish,55484.22,NA,0,1330071.9520534652,0.04171520188388251
Pacific Offshore,7,PO,2014,rockfish,6954.41,NA,0,8847.82,0.7860026537610395
West Vancouver Island,5,WV,2013,rockfish,4989095.89,NA,0,17867546.998836838,0.279226683457152
Strait of Georgia,6,SG,2013,rockfish,3111.87,NA,0,14092531.850460354,2.2081695702524495e-4
North Coast,1,NC,2013,rockfish,167973.93,NA,0,4330308.408733,0.03879029254850402
Haida Gwaii,2,HG,2013,rockfish,1760881.09,NA,0,6216991.811604084,0.2832368359748031
Central Coast,3,CC,2013,rockfish,2769154.66,NA,0,9412649.495147534,0.2941950256861866
North Vancouver Island,4,NV,2013,rockfish,1179523.21,NA,0,5227998.770110408,0.22561658138551746
Aristazabal Island,8,AZ,2013,rockfish,68436.17,NA,0,679871.7443152436,0.1006604121618966
Pacific Offshore,7,PO,2013,rockfish,27512.66,NA,0,30041.54,0.9158205604639442
West Vancouver Island,5,WV,2012,rockfish,4015053.17,NA,0,16261364.429980952,0.24690752041676634
Strait of Georgia,6,SG,2012,rockfish,1202.6,NA,0,11305432.708615396,1.0637363743570371e-4
North Coast,1,NC,2012,rockfish,275284.15,NA,0,3888577.477974049,0.07079302175648644
Haida Gwaii,2,HG,2012,rockfish,1863709.07,NA,0,10845063.119959434,0.17184861437735655
Central Coast,3,CC,2012,rockfish,2817461.23,NA,0,5370408.079975308,0.5246270279730687
North Vancouver Island,4,NV,2012,rockfish,1487060.09,NA,0,5604487.737356744,0.2653338109900737
Aristazabal Island,8,AZ,2012,rockfish,39883.78,NA,0,85526.64,0.46633165993659986
Pacific Offshore,7,PO,2012,rockfish,2079.45,NA,0,12253.869999999999,0.16969740987949114
West Vancouver Island,5,WV,2011,rockfish,4877363.48,NA,0,16201545.27479303,0.30104310405430185
Strait of Georgia,6,SG,2011,rockfish,1745.52,NA,0,7682969.610764271,2.2719340156629393e-4
