year,region_id,status,goal,score,dimension
2001,1,8.923742629968352,FIS,8.923742629968352,status
2001,2,13.967830603234347,FIS,13.967830603234347,status
2001,3,10.339373711521562,FIS,10.339373711521562,status
2001,4,24.13093729051497,FIS,24.13093729051497,status
2001,5,62.81850475238794,FIS,62.81850475238794,status
2001,6,65.24206525367474,FIS,65.24206525367474,status
2001,7,37.993398293515625,FIS,37.993398293515625,status
2001,8,27.834722868629463,FIS,27.834722868629463,status
2002,1,24.69602050391734,FIS,24.69602050391734,status
2002,2,29.796615514794844,FIS,29.796615514794844,status
2002,3,25.537470753327906,FIS,25.537470753327906,status
2002,4,27.02974624439746,FIS,27.02974624439746,status
2002,5,41.430197307287905,FIS,41.430197307287905,status
2002,6,42.020564656698184,FIS,42.020564656698184,status
2002,7,38.16748854003906,FIS,38.16748854003906,status
2002,8,38.840973025950085,FIS,38.840973025950085,status
2003,1,41.64212743810123,FIS,41.64212743810123,status
2003,2,44.30725350291382,FIS,44.30725350291382,status
2003,3,40.93007014364656,FIS,40.93007014364656,status
2003,4,40.18212422313162,FIS,40.18212422313162,status
2003,5,29.86846469901457,FIS,29.86846469901457,status
2003,6,29.264135544964205,FIS,29.264135544964205,status
2003,7,39.47075881984375,FIS,39.47075881984375,status
2003,8,42.851241228322365,FIS,42.851241228322365,status
2004,1,53.39967304566684,FIS,53.39967304566684,status
2004,2,53.66317263123085,FIS,53.66317263123085,status
2004,3,52.57353301776253,FIS,52.57353301776253,status
2004,4,50.92409059618361,FIS,50.92409059618361,status
2004,5,32.170208684707944,FIS,32.170208684707944,status
2004,6,31.392772994459527,FIS,31.392772994459527,status
2004,7,43.1419148775,FIS,43.1419148775,status
2004,8,39.19082710873608,FIS,39.19082710873608,status
2005,1,61.38496577105711,FIS,61.38496577105711,status
2005,2,60.82457849094235,FIS,60.82457849094235,status
2005,3,65.91940568319004,FIS,65.91940568319004,status
2005,4,46.18877684424408,FIS,46.18877684424408,status
2005,5,43.441801553142575,FIS,43.441801553142575,status
2005,6,42.46287881572263,FIS,42.46287881572263,status
2005,7,43.93831035968749,FIS,43.93831035968749,status
2005,8,43.96650271463282,FIS,43.96650271463282,status
2006,1,73.16775346135688,FIS,73.16775346135688,status
2006,2,72.7704045290558,FIS,72.7704045290558,status
2006,3,66.60938673215242,FIS,66.60938673215242,status
2006,4,65.51665817389927,FIS,65.51665817389927,status
2006,5,65.96654036723302,FIS,65.96654036723302,status
2006,6,37.289878624952934,FIS,37.289878624952934,status
2006,7,39.51793763886718,FIS,39.51793763886718,status
2006,8,43.69025684925722,FIS,43.69025684925722,status
2007,1,72.594874007306,FIS,72.594874007306,status
2007,2,69.07089098751135,FIS,69.07089098751135,status
2007,3,77.79938223370911,FIS,77.79938223370911,status
2007,4,78.57548867420047,FIS,78.57548867420047,status
2007,5,78.31278909651698,FIS,78.31278909651698,status
2007,6,55.87313786428676,FIS,55.87313786428676,status
2007,7,38.2525208615625,FIS,38.2525208615625,status
2007,8,30.882733254483703,FIS,30.882733254483703,status
2008,1,72.47261057149133,FIS,72.47261057149133,status
2008,2,68.01876205005388,FIS,68.01876205005388,status
2008,3,86.24222166109816,FIS,86.24222166109816,status
2008,4,79.01048637437314,FIS,79.01048637437314,status
2008,5,87.49674802320891,FIS,87.49674802320891,status
2008,6,52.47316003586119,FIS,52.47316003586119,status
2008,7,38.092571447734386,FIS,38.092571447734386,status
2008,8,30.578164991677358,FIS,30.578164991677358,status
2009,1,44.69802413357446,FIS,44.69802413357446,status
2009,2,48.0407147431114,FIS,48.0407147431114,status
2009,3,79.83986775105845,FIS,79.83986775105845,status
2009,4,83.8646278477363,FIS,83.8646278477363,status
2009,5,85.90245834510573,FIS,85.90245834510573,status
2009,6,42.59206271376151,FIS,42.59206271376151,status
2009,7,37.15276010464844,FIS,37.15276010464844,status
2009,8,29.90951673011534,FIS,29.90951673011534,status
2010,1,38.431658982791696,FIS,38.431658982791696,status
2010,2,61.08217648922898,FIS,61.08217648922898,status
